author,datePublished,reviewRating,description,name
Marc L.,2021-10-22,5,just a lovely place to be and the food is very carefully prepared clean nice patio fun staff,CHAU Veggie Express
Thu N.,2021-10-29,4,The menu is diverse with different types of vegetarian dishes compared to other vegetarian restaurants The food is mixture of Vietnamese  Western styles and tastes so good The space is a little small and more suitable for small group gathering  under 5 people,CHAU Veggie Express
Van F.,2021-10-07,5,Today I witnessed a couple of losers harassing the Victoria Street staff for upholding mask/passport policy So unfair You guys are doing a great job keeping yourselves and community safe by following provincially mandated health orders My lunch was delicious,CHAU Veggie Express
Domenic P.,2020-08-29,5,The golden temple soup has healing powers I truly believe it is the best soup Ive had It is named after the famed abode of god a chromed out holy architecture that looks like a wet dream of Salvador Dali who was once quoted saying I dont do drugs I am drugs Which is what this soup is drugs You crave it and it makes you feel better The song Love Is Only A Feeling came on through the speakers after It was placed on my table On this particular day I didnt have plans of coming here but the guy in front of me was turning left and it took me until right now to realize that was no ordinary man that was my spirit guide Woscar that lead me to this soup Please consider offering bibs as my white shirt now has many turmeric stains,CHAU Veggie Express
Marina B.,2020-09-28,5,I absolutely love Chau I cant believe that for years I held off trying it because I was under the false belief that I wouldnt feel fully satisfied with it being vegan I finally tried it one evening with a vegan friend and boy was I wrong The moment the golden temple broth touched my lips I was hooked Ive been coming here regularly ever since Even my meat-loving boyfriend loves it Im so obsessed with the golden-temple soup that I cant not order it every single time My favourite way to have it is with the quinoa which sounds like its going to be too healthy tasting but it just compliments the soup so well The texture of the quinoa is so nice in the soup and it doesnt really absorb the broth too much I also like to get extra veggies between my boyfriend and I we get one order of extra regular veggies broccoli cauliflower carrot and one extra order of yams The extra veggies makes it all the more hearty and I always have leftovers Even though I always get the golden temple Ive tried lots of other things too Everything so far has been delicious Ive tried the diving for pearls soup  which is really tasty the fresh rolls the tempeh one is my absolute favourite the baisou chips must get the coconut shake so yummy must try and the peanut bar you absolutely must get this The ice cream is also really yummy my favourite is the green goodness I dont usually like vegan ice cream but this is so delish Chau is a great place for a quick casual healthy bite for vegans and non-vegans a like The service is always friendly and prompt and the food is always delicious and consistent It also a great place for takeout which is especially important in these times I find in a lot of other restaurants the food either doesnt take out well or you end up getting screwed on the portion size or preparation So Its really nice to find a restaurant where you know you are going to be equally satisfied when choosing takeout and never have to worry about feeling ripped off Im sure Ill be back again next week for my favourite golden temple soup,CHAU Veggie Express
Jay K.,2021-09-30,1,they let me come in wait in line for 10 min then once i started ordering takeout told me i cannot order without a vaccine passport i did show my vaccination card and was wearing a mask they couldnt accept my order by phone either because it wasnt working ive been a loyal customer ordering at least weekly for the last two years and im not going back,CHAU Veggie Express
Sydney K.,2021-09-04,5,Just moved to Vancouver and was recommended this place to eat by a friend and it did not disappoint Im vegan myself however I was with my omnivore parents and they were also blown away by how amazing the food was Came here twice and tried different dishes and all of them were astounding Will definitely be my go to place for a meal out,CHAU Veggie Express
Patricia F.,2020-09-01,5,I love this place You wont miss meat here My boyfriend is a self professed meat eater and he regularly suggests grabbing dinner from here which is a huge statement Theyve recently knocked down the wall that seperates the spaces and makes the place feel bigger For Covid measures they have stickers on the ground for you to wait to order Plastic barriers have been set up on tables as well For the food I have never had anything not 100% delicious here My favourite is the Golden Temple Bowl which is creamy from coconut milk and packed with flavour The rickety Rick shaw noodle bowl is also very delicious The tarp chips come with an interesting dip At first you may think its a peanut dressing of sorts but once you taste it its very different Definitely recommend this place on any day,CHAU Veggie Express
Glen M.,2020-01-20,5,OMGawda I left this place full as a tick First off its a very popular restaurant along Victoria st 10 minutes after we sat down it was packed Every table filled including counter space so get there early or prepare to wait IF you do have to wait the wait is worth it Cute place All veggie Cant go wrong Well the food  to start we had two different kinds of delicious spring rolls which were very good and these amazing tarot I think thats what they were chips with a dip that was awesome So good And my main meal was the very good Golden Temple something soup that was in a delicious coconut broth with tons of veggies incl a couple veggies Ive never tried before all in a massive bowl Just know youll get fed well and itll be delicious You should try this place,CHAU Veggie Express
Ly W.,2019-12-22,2,Ive tried coming to this restaurant twice and both times it was packed I finally got to try this restaurant today and was excited to see what the hype was about Honestly it wasnt really anything special or spectacular You order at the front and find a seat and food is served to you The servers were great The ladies were so friendly and came by to collect our dishes even though its half self served and asked if everything was okay We didnt find the gentleman at the cashier the owner very friendly No smile or friendly conversation or thank yous when we went up to order Prices are around 11-14 and portion is decent BUT I wasnt full when we left I ordered the Rickety Rickshaw and it is like a normal Vietnamese vermicelli bowl but without meat It had carrots cucumber radish bean sprouts bean curd and four spring roll bites While the ingredients were fresh I found the dish very ordinary The spring rolls were hard like slightly stale and I found the proportion was a little off I was done the spring rolls and was left with a lot of noodles and veggies My bf ordered the Tropical Rainstorm and the coconut was overwhelming If you like coconut then you would like this dish My bf didnt like it because it was on the sweet side and tasted kind of like dessert We also tried the thai milk tea and coconut pandan icecreams We liked how the icecreams werent very sweet but the flavour was light The coconut pandan icecream was quite delightful but I couldnt taste the Thai milk tea flavour for the Thai milk tea icecream Would we come back Probably not If we were craving vegan or vegetarian dishes we prefer the MeeT restaurants because their dishes are flavour bombs,CHAU Veggie Express
Elvi R.,2020-08-16,4,Ive been here multiple times and have ordered pretty much the same thing every time We love the Namaste Fresh Rolls  Nonla Crispy Rolls We order these to start every single time we go For the main I really enjoy the Midnight Swim Bowl with thick rice noodles Its super flavourful ans a little spicy Very delicious We also enjoy the Golden Temple Soup when its a rainy day The Baisao Beach Chips with the tofu dip is great to grab and have as a snack later on,CHAU Veggie Express
Masaki F.,2021-10-03,2,It was pretty good before but now all potions got smaller and the taste didnt same at all of course the price was higher disappointed but I guess time goes by,CHAU Veggie Express
Sayoka H.,2020-10-08,4,Been a big supporter of CHAU Veggie since their open Never once have I had a terrible experience and the food is delicious My got to is their golden temple soup with a side bowl of rice My goodness bowl of hot soup on a crispy cold Vancouver day is heaven in my mouth Portions are on the bigger side but hey you get your moneys worth Their Taro chips are delicious I would kill to have the sauce at home with veggie snacks as well I am not a vegetarian but have grown a lot of love for this place Definitely support your local business as much as possible this one is my pick,CHAU Veggie Express
Max L.,2021-05-07,5,Love Golden Temple soup with quinoa and Namahata rolls Always fresh and great customer service Highly recommended,CHAU Veggie Express
Colene C.,2019-12-18,5,This place makes healthy eating easy Whether its their yummy tarp chips and addicting dip or their noodle bowls I always feel so satiated when Im eating here Even better its made with fresh ingredients so I dont have to feel guilty My go-to favourites are the taro chips the rickety rickshaw bowl and the golden temple soup The golden temple soup in particular has this rich curry broth that is great for the veggies to soak up the flavour You have a choice of rice or noodles but my fave is the noodles The only slight downside is how popular this place is You order first at the counter then find a place to sit Communal and bar seating But I love the food here so much its worth it Pro-tip they have a location on Granville Island Great to get take out and sit by the water,CHAU Veggie Express
Cherise B.,2021-04-04,5,This was our first visit and it wont be our last Oh my goodness the food is delicious and so fresh We had the Golden Temple Soup  everything everyone says in the reviews is true Its just perfect Im so happy we ordered two so I have left overs for tomorrow We also loved the Namaste rolls Nonla Crispy rolls and the Chocolate Peanut butter bar  WOW Were so excited to try more dishes and also get all of these items again And to top it off the customer service is amazing Highly recommend,CHAU Veggie Express
Michelle W.,2019-05-24,4,Ive been trying to cut down on my meat intake lately so it was about time to CHAU down on some veggies I was a bit confused walking in as I didnt know that you had to pay first and seat yourself Water and condiments are also self-serve While I do prefer paying after my main issue was in regard to the tables as they werent wiped down after customers left Our table fell victim to this as it had a sticky residue and some crumbs As I wasnt too hungry I only ordered a Namaste Fresh Roll 5.50 and had a bit of the Golden Temple Soup 14.25 The Namaste Fresh Roll was pho-nomenal Having recently had one across the stress this roll knocked the other out of the water Absent of meat this rolls flavour is fully embodied in the lemongrass steamed tofu mung beans crispy shallots and wheat centre and roasted peanut sauce among other ingredients I certainly have to highlight this sauce because it was thiccc and had actual peanuts in it Of course I smothered my roll in it down to the last drop In other words order this dish For the meager amount of the Golden Temple Soup that I tried it packed quite the punch The aroma of the turmeric coconut curry was intoxicating and only surpassed by its rich complex flavour This and the Rice Fields Bowl appear to be the largest in portion size and are the most expensive but neither dish seems like it will leave you feeling too bloated While I enjoyed the rice noodles and the beancurd I didnt care much for the taro which was too large and dense for my liking It was the only point in the meal where I missed the succulent bite of meat say a beef brisket It was my first time eating at this location and I fully intend on sampling more of the menu to write a more fulsome review When I went to the Granville Island location I had the Rickety Rickshaw and it was pretty good from what I remember though Id imagine the portion size is smaller than this locations Next up for me will be the Rice Fields Bowl and the Namahata Fresh Rolls Until then CHAU for now,CHAU Veggie Express
Sunny T.,2020-10-18,5,Staff were friendly and all covid measures were in place The coconut drink really blew me away,CHAU Veggie Express
Sandra W.,2020-09-05,5,Wonderfully surprised I wish I could eat here everyday I love their nutritious green smoothies and yummy menu after a long day of hiking and tennis Was beautifully plated and safe measures were taken and luckily wasnt too busy We sat outside on the patio and the service was great,CHAU Veggie Express
Ben R.,2021-11-22,5,Always such good food service presentation and overall experience Couldnt recommend this restaurant enough,Sula
Jennie Y.,2021-08-11,4,We had a lovely dinner here last week The chatpata sev puri crispy wheat papdi stuffed with chaat topped with spicy potato sev was amazing and packed with flavour The butter chicken and lamb curries were also great Their garlic naan was fried perfectly extra crispy on the outside but still fluffy on the inside We sat inside and felt like we were transported to a tropical island with the open air windows high ceilings and eclectic decor,Sula
Jurn L.,2021-06-30,5,I absolutely love Indian food but unfortunately I dont get to eat it as much as I want to because fiancé isnt much of a fan So I was super happy to check out Sula with a girlfriend as it came highly recommended by our mutual girlfriend Between the two of us we shared the Butter Chicken and Gobi Aloo along with Garlic Naan for me and Tandoori Naan for her Everything was super delicious We chose a Medium spicy level for the Butter Chicken and it had the perfect kick to it The Naans came out warm and fresh The Gobi Aloo tasted great as well We had enough leftovers for dinner Overall it was a yummy lunch Also received great service Highly recommend,Sula
Lyndsay P.,2021-05-15,5,Truth be told Ive eaten out far more than my reviews point to...Covid is exhausting and it hasnt been top of mind BUT this place I only popped in for a happy hour snack and drink I will return for the full menu that looks amazing The snacks were so yummy but the best part about this place was the warm and welcoming atmosphere The servers were so incredibly kind I havent had service like it for as long as I can remember Just felt like I was visiting someones home Comfortable with hosts that were attentive and just so genuine Will return for a full meal and will update then too ,Sula
Aerica W.,2021-04-22,5,Love the interior here and even their cutlery cups/glasses were beautiful Staff were super friendly and accommodating Nice and cozy place for drinks and conversations 1 oz for 7 and 2 oz for 10 Came here for their Happy Hour menu drinks I came here on a Saturday Sat  Sun Happy Hour 2-5pm weekday hours vary I believe roughly 3pm or 4pm to 6pm Our order Indian Summer tequila pomegranate pink salt lime Unique and tasty drink as I dont see pomegranate drinks often or ever anywhere else Western Ghats vodka cherry lemonade sparkling water  Im personally not a fan of cherry but my friend said it was delicious and refreshing with the added bubbles from the sparkling water Nagpur orange grapefruit soda lime  I really enjoyed this one it has a neat citrus-y blend with a kick Tandoori Wings 9 super flavourful and juicy wings with a tasty charred flavourful Highly recommend this  Beautifully presented drinks that pack a punch Might as well 2 oz everything Also tried their chaat savoury snacks on a separate visit which are popular and typically served at road-side stalls or food cars in India My order Samosa Chaat the samosas were HUGE and very very filling so I would recommend sharing if youd like to try other dishes Spiced potatoes onions and peas are stuffed in a savoury pastry Its also loaded with a lot of toppings house-made chutneys sauces Indian yogurt and my personal favourite which were these crunchy mini-sticks on top sorry I dont know the name of it Sev Puri wheat balls w various fillings Hollow crunchy wheat balls which already taste great by themselves and are filled with a bunch of stuff as well including chickpeas onions cilantro pomegranate etc Highly addictive bited-sized and vegan Vada Pav fried potato dumpling in bread The bun is amazing its toasted on butter and has a great chewy texture The fried potato dumpling tastes like a mini samosa to me Also very filling Overall everything was very flavourful This restaurant definitely pays attention to details  their food flavours decor service everything,Sula
Marci H.,2021-11-13,5,Very warm and inviting room excellent service and amazing quality food The cocktails are creative and delicious the prices are reasonable Will definitely be back again and again,Sula
Krista R.,2021-11-06,5,The service and quality of dining at Sula is fantastic I love all their dishes but what makes them unique is their Indian street food the Railway is a family favourite dont miss out,Sula
Matt B.,2020-12-16,5,Really happy to see a second Sula location this one even closer to home And for them to open during the pandemic they must be doing really well We ordered takeout one evening and went to pick up the food when ready 45 mins later Menu is nearly identical to the original location with an exclusive vegan section of items I am happy to report theyve replicated the original location in terms of the awesomeness of the food We ordered the veg jalfrezi gobi aloo and the bhindi okra all medium-hot which was perfect spice level might be a bit much for some  as well as a couple tandoori rotis ask for no butter to ensure its vegan Total 53 after tax which is a little spendy for Indian food but totally worth it for the high-quality of the food  and we had enough for one for meal the next day Wonderfully complex flavours not too oily rich without being overwhelming and generous portions And their dishes have loads of veggies and arent too saucey or thin like many Indian places Overall Sula remains our favourite Indian restaurant in Vancouver Top recommendation,Sula
Jeannie Y.,2021-08-31,4,Flavours in Sula is better than the previous restaurant I had samosa chat and cheese and garlic naan The samosa was just lightly warm I was hoping for fresh piping hot and crispy I also hoped it be spicier However I did enjoy the varied texture profiles between the chick peasfrom the sauce and the topping of thin red onion slices  Also enjoyed the sweetish/sour/salty flavour notes all in one dish The garlic and cheese naan was yummy I bought butter chicken to take home I asked for spucy level just a bit above medium Although flavorful I received mild to medium spiciness Id ssy the ambiance and staff were courteous I would go back again,Sula
Michael L.,2021-02-20,5,Came here during Dine Out Vancouver during COVID I reviewed their web page prior to booking and it was nice to see the COVID protocols they had in place including temperature checks on patrons When we arrived they did not do the temperature checks on us nor on any of the other patrons that followed They have installed large plexiglass screens between tables for COVID protection and all the staff wore masks I was satisfied with the COVID compliance so now onto the review The room is beautifully re-done from the old Reef restaurant that used to occupy the space for the past 21 yrs We ordered off the Dine Out Vancouver menu 30 per person knowing that this would be a lot of food we were not disappointed We ordered the spinach potato onion pakora and the chicken tenders as appetizers Both were great tasting and both were large portions For the main I ordered the chicken tikka masala hot spice level coconut rice and the naan The dishes came out in beautiful dishes and again the taste of each were great The naan was sooo good and they did not hold anything back on the hot spice level I barely got into the main before I was full...again nice large portion size For dessert we sampled the mango coconut rice pudding and the almond pistachio rasmalai cheesecake These were nice refreshing desserts after such a large meal They provided us take out containers and we left with meals for 2 persons The service was exceptional I liked that they brought a large pitcher of water and left it on the table for patrons to fill their glasses We had a chance to meet the owner and he explained how he selected this location trying to find an area with no Indian establishments in close proximity Sula is a welcome addition to the Main St  Mt Pleasant restaurant scene It was a very positive food experience and I am happy to recommend Sula if looking for Indian food in the area,Sula
Eileen R.,2021-10-04,5,Delicious A great place to satisfy your taste buds Im going back Butter chicken with garlic naan and a dish from the chaat menu Im going back to try more,Sula
Regina P.,2021-11-09,2,The food was presented very nicely but not as tasty as expected The service was quick but when I tried to add a seat to our reservation and requested for inside dining they told me they were completely booked up So we were stuck in a little corner on the patio while there were plenty of seats inside that would have accommodated 1 more person I think for this reason wont be back,Sula
Chloe C.,2020-12-21,4,Somewhat expensive but decent portions Food tasted fresh Channa Saag 4.5/5 Asked for mild but was more like mild-medium Very flavourful with lots of chickpeas I enjoyed this Bhagare Bhaigan 4/5 Asked for mild but this one wasnt spicy at all unlike the Channa Saag which is strange Sauce is tomato based and was nice although I wasnt a fan of the grated coconut on top Baby eggplants were nice and tender but I still prefer regular eggplant Eggplant Bharta is my favourite and Bhagare Bhaigan doesnt come close has nothing to do with the restaurant,Sula
Danny K.,2021-08-23,4,What an excellent new addition to the Vancouver ethnic restaurant scene A mixture of delicious Indian curries and street food In particular the dhai puri was amazing as was the saag paneer In addition excellent service thanks Mithu food handling and atmosphere Only minor thing if any is the food lacked a bit of depth of flavor that you often find at classic Indian restaurants May be the result of catering to a more North American pallet Overall amazing and well definitely be visiting again and taking our friends,Sula
Aditya G.,2021-10-30,2,Our server was great The ambience is very good But thats it  it was all downhill from there The girl at the front was really not in the mood to be there and behaved as if she was tired and pissed The food is the main disappointment  this is not Indian cuisine This is what these people think is Indian cuisine and their interpretation is way way way off the mark I cant even call this whitewashed food because it was just tasteless garbage with good plating,Sula
Yuka T.,2021-07-13,5,I visited this restaurant because I wanted to try Indian curry It was very delicious The naan had a nice garlic flavor that matched the curry very well I had a chicken curry milder it was good because it had a rich flavor Also the waitresses were cheerful and made the meal enjoyable,Sula
Jerome D.,2021-10-28,5,This was a fantastic dining experience  it starts with extremely friendly staff  great atmosphere and a lovely fire in the stove keeping the restaurant warm on a cold  wet day  our server was also excellent  suggesting food to try  and all was very tasty satisfying and beautifully presented will definitely recommend and return,Sula
Nye M.,2021-10-28,2,Ordered the portobello mushroom appetizer Asked specifically that it not be spicy It was spicy The server then began to explain why they dont ask for spice levels with appetizers as they come as they are Would have preferred she tell me that as I ordered it not when she checked in with us after we took a few bites Their Instagram page makes the food look amazing Its doesnt quite look like that in person Frankly overpriced for what it is,Sula
Jack D.,2021-08-01,5,Incredible laid back service with delicious and authentic dishes Great patio good music and lots of unique cocktails Must try Dahi Puri,Sula
Chris P.,2021-07-27,4,Drove into Vancouver heading to an Asian restaurant it was marked Open but when we arrived it was closed due to Family Day We were so hungry we checked out what else was close by Sula had great reviews so headed there We were greeted by a pleasant waitress name Katika  hope I got the spelling correct I asked for her recommendations and they were absolutely delicious The food matched the service My only suggestion for the restaurant is to serve filtered water as the water had a lot of chlorine,Sula
Annika G.,2021-10-10,5,4.5/5 so good while we visited vancouver this was our favorite spot woweeee the spring rolls were so good even my BF who isnt really a fan of vegetarian food usually was caught off guard by how delicious everything was the service was smooth and friendly the ambience of the restaurant was really nice  the decorations and the overall restaurant was beautiful we got there at a good time around 11:30AM not long after it opened and luckily we did so as it got so busy as were finishing up so make sure to come early while there we tried the charcoal lemonade spring rolls papaya salad and lettuce wraps we only tried from the appetizers as we werent too interested in the entrees but man were we satisfied and full from the 3 appetizers each was was delicious and did not feel heavy i felt super healthy after eating all of it the charcoal lemonade was very interesting it did not stain our teeth and tasted like an earthy lemonade that was not too sour moreover it tasted even fresher with mint leaves that i borrowed from our appetizers i usually dont like eating out but this spot i would love to return to,Do Chay Saigon Vegetarian
Emma W.,2021-09-07,5,Wow I am so happy my friend recommended this new spot during my recent visit home to Vancouver Do Chay Yaletown is a beautiful and hip spot equipped with hanging plants serving up healthy and clean Vietnamese dishes and cocktails We stopped by at 11:30am on a Friday and were the first people there we made a reservation just in case They have great seating options inside and out My friend and I shared the mango salad black truffle tofu and eggplant dish Everything was delicious but the tofu was definitely our fave It was perfectly crisp and the sauce it came with was perfectly light and flavored without being overwhelming We also got black lemonades which was a wonderful accompaniment to the meal I will definitely be back,Do Chay Saigon Vegetarian
Elvi R.,2021-05-27,5,Decided to go to Do Chay in Yaletown for Mothers Day dinner Everything we ordered was delicious We started with the spring rolls and the wings I can probably have 10 orders of the wings Theyre so good super crispy and I love the sweet and spicy sauce that theyre coated in Before becoming vegan lemongrass beef was a go to for me so I was super excited to try their lemongrass tofu Loved the crispy shallots on top Was very flavourful I would order it again It was a very generous portion We also ordered the Bún Bò Huế but got it with rice noodles instead of the spaghetti looking noodles It was very flavourful and very spicy in my opinion The waitress said it wasnt but it definitely warmed me up The kind is spicy you want to keep eating I went back last weekend and was so happy again Definitely recommend this place if you like Vietnamese food Bon Appétit,Do Chay Saigon Vegetarian
Siimmy G.,2021-11-13,5,Amazing Vegan/Vegetarian cuisine in YT We tried four different vegan dishes and the flavour was amazing The vegan chicken wings made from mushrooms were definitely my fav and apparently the most popular The menu does change quite a bit I was told so Ill def be back,Do Chay Saigon Vegetarian
Jacqueline W.,2021-08-06,5,So amazing I cant back the very next day Theres a reason why this place won best new restaurant 2020 You wing miss meat eating here Everything is so flavourful The spring rolls are crispy yet not oily The fish sauce it comes with makes the dish come together so well Also tried the black garlic braised eggplant Absolutely delicious I love eggplant now 10/10 on all dishes,Do Chay Saigon Vegetarian
Be F.,2021-07-20,5,We stumbled on this place while trying to find Meet and ended up having a way better meal We had the Prosperity Dumplings  complex tender and flavourful in a lovely broth the pho  very authentic with the surprising win of avocado slices and tofu skin and Uncle Hings Wings breaded oyster mushrooms with a sweet sauce Fabu Wed order all three again but want to come back and try everything else first starting with the lemongrass tofu and the vegan Vern,Do Chay Saigon Vegetarian
Cy W.,2020-11-19,5,Delicious food that is kind to the environment We have been a fan of the restaurants Kingsway location so we are excited that it opened a second location right in the heart of Yaletown which is in need of a place offering delicious and inventive vegetarian food We were looking for a light meal and decided to go Do Chay for some healthy dinner For appetizer we were curious about the Uncle Hings Wings which are deep fried breaded mushrooms in a sticky sweet and sour sauce It definitely taste very similar to chicken wings We also got the Spring Rolls which comes with mustard green cut into perfect wrapping shape and herb basil/sage For entrees we shared the Black Garlic Eggplant served with yo choy and rice We cant wait to go back and try out all the other creative vegetarian dishes they have on the menu,Do Chay Saigon Vegetarian
Charly S.,2021-02-04,5,Spring rolls served with greens for wrapping and Black Garlic Eggplant/Tofu  these are two of my all-time favourite foods The spring rolls are crispy outside and chewy inside  wrap in the accompanying greens and dip  soooo delicious just like Vietnam The Black Garlic Eggplant and tofu is a savoury sweet smokey dish served with perfectly cooked fluffy rice and a few greens is Vietnamese comfort food perfect for cold wet Vancouver nights The mango salad is delicious but I prefer these types of salads a little crunchier/less soft The Pho is the best vegan pho Ive had  rich yet smooth and clean filling and colourful This Yaletown location is bright and cheery nice patio out front If youre looking for plant based Vietnamese look no further Enjoy,Do Chay Saigon Vegetarian
Chloe C.,2020-10-02,5,This is my dads new favourite vegan spot The food was so delicious but the portions were definitely small for the price The decor is really amazing though Uncle Hings Wings 5/5 This was the best deep fried mushroom dish Ive ever had We all couldnt stop raving about it The batter is crispy and not greasy and the mushrooms had a great texture The flavour was the perfect balance of sweet and spicy Black Garlic Eggplant 5/5 This was so flavourful The eggplant and tofu was cooked perfectly and the sauce was amazing The textures and flavours were on point Satay Noodles 5/5 The broth was really good and I loved the crispiness of the seitan The noodles were nice and chewy and there was a lot of vegetables I wish there was slightly more seitan but we all loved this dish nonetheless Curry Bowl 4/5 This was good but it was served lukewarm I wish there was more curry but the pumpkin croquette things were really interesting as they were chewy and had a nice mild flavour The potatoes were very undercooked though and the eggplant also could have been more tender The curry was quite chunky and it could have been more liquid in my opinion but overall it was still very enjoyable I definitely recommend this place It has the best vegan Vietnamese food in Vancouver and a great place to go for date night or if you are looking to splurge a little,Do Chay Saigon Vegetarian
Dave S.,2021-10-21,1,Wait wasnt bad When I arrived with my wife they had seating for 2 inside and all the tables outside were open It wasnt that cold so we sat outside and the bartender was kind enough to start the heater for us We waited about 10 minutes to get our order in  just two bowls In the mean time after we had ordered another table of 3 came and sat down We were told 15 minutes later they are a little backed up so itll be a few more minutes 10 minutes later my wifes bowl arrived My wife finished her bowl and during this the table that arrived after us got 5 different plates of theirs before I got my one bowl I told the waitress this is odd but all I was told was they were backed up Food wasnt worth the hype but just okay,Do Chay Saigon Vegetarian
Emy P.,2020-09-28,1,We were so excited to try this new spot in Van Everything was alright until we discovered a dark hair inside one of the tofu piece Daikon Cakes we had ordered 2 nights ago This is unacceptable especially with the current situation the world lives in Everything else was delicious and its too bad they cant control their food better,Do Chay Saigon Vegetarian
Angela W.,2020-09-20,5,I have been wanting to try this for a while but Kingsway location is out of the way for me Im so glad they open in Yaletown Interior is very chic and clean gives a nice comfy vibe Food was great both taste and visual-wise and satisfying even though theres no meat we had 5 appetizers and 1 main shared among 3 of us small to medium tummies and it was just right I loved all of them except maybe the Black Truffle Tofu which doesnt have much of a truffle taste but has strong ginger taste which I hate but my parents liked it The Black Garlic Eggplant was excellent though the rice was a little too mushy for my taste the eggplant was egg-cellent though Pricing reasonable and service good Will definitely revisit soon to try rest of the menu,Do Chay Saigon Vegetarian
Matt B.,2020-10-17,5,Very happy to see this place open a second location replacing House Special Everything about the original location is copied well here with the addition of a very pleasant patio out front overlooking this quiet part of Hamilton Menu is a bit smaller than the Kingsway location but they have all the staples here I ordered takeout for lunch here with a friend we ordered the black garlic eggplant and the vegan pho both exceptional and both 15 Very generous portions too for reasonable prices especially for Yaletown The order was ready in 20 minutes and everything was perfect Great to see this gem of a place expand,Do Chay Saigon Vegetarian
Amir A.,2021-02-18,5,We did a review on this restaurant on our show We loved it The food is great https://youtu.be/likL-SZPNzw,Do Chay Saigon Vegetarian
Roger D.,2021-08-20,5,Even if you are not a vegan this place is delicious Food is fresh and simply fantastic I have been here several times and Im always impressed Remember that Thursday night is busy in Yaletown,Do Chay Saigon Vegetarian
C B.,2020-09-23,1,Good space cool decor but Cmon Seriously Gluten free vegan vegetarian Trendy empty vague premises that suck a tiny % of the community in for an empty food experience at a grossly inflated price Went there tonight with a friend so sad A dish titled Uncle Hings wings 5 mushrooms pieces deep fried tossed with the usual sad suspects so boring If your ridiculous sales and marketing pitch is vague vegan and boring why not have a protein name based dish  Lets have Turkey Tofu or a plant hot dog as well Looking at the menu basic 9 ingredients done 19 ways All our dishes lacked taste texture the Vegan pho was miserable maybe rename  Pathetic Pho   Or just say left over veggies thrown in a bowl Would never go back,Do Chay Saigon Vegetarian
Angelina C.,2020-11-06,5,First time at this place and I was not disappointed We go the uncle hings wings satay noodles and black garlic eggplant The wings were definitely my favorite The soup has a good potential but it came out warm so I wasnt able to enjoy it to the fullest Overall the restaurant itself is very welcoming and the all of the staff is very polite Well definitely be back,Do Chay Saigon Vegetarian
Amy C.,2020-09-20,5,I loved their first location and am so happy they opened a second The Yaletown location is spacious with great outdoor seating You got to get the salad rolls  THEY ARE AMAZING The Vegan verm is absolutely delicious I like the pho but found the entire avocado a bit too much I asked to sub the avocado for more bean curd instead,Do Chay Saigon Vegetarian
Tommy D.,2021-05-12,2,Food is good but the service is incredibly slow Make sure youre not hungry when you go there because you will be extremely hangry Have dined in and ordered for pick up and both times waited over 30 minutes for the order,Do Chay Saigon Vegetarian
Pankti P.,2021-01-31,4,Food is amazing and service is fast too Highly recommended for vegetarian lovers Please reserve your spot before going otherwise wait bit longer during peak time Overall great food and good experience,Do Chay Saigon Vegetarian
Becky T.,2021-08-02,5,Got the vegetarian pho and it was delicious  Broth was super flavorful included lots of veggies and some tofu and mock meat It was very filling  Service was also amazing and the tea served with the meal was also very good,Veggiebowl
Jonny M.,2019-12-05,3,I wanted BBH for lunch but the lineup was ridiculous at Cafe Xu Hue We ventured two doors down to Veggiebowl where there was plenty of room They specialize in Vietnamese vegetarian food We dropped in on a Sunday for a late lunch around 1:00pm Theres 8 tables 3 booths and room for about 32 people Service is standard the front is run by the kids At least our teas were refilled several times Menu is short and sweet with only 15 items appetizers rice  noodles and beverages They had a few desserts only available on the weekends on the counter and in the fridge che  Hu tieu nam vang B5 10.50  tapioca noodles broth fried vegan ham cube assorted tofu enoki mushrooms cauliflower and carrots Never seen this offered before so had to try it The tapioca glass noodles were enjoyable Broth was clean slightly peppery Fried vegan ham cube was a solid meat replacement Good variety of vegetables seems like they change it up depending on availability  Hu tieu satay B7 10.50  flat rice noodles peanut satay sauce shallots fried tofu beansprouts mushrooms cucumber lettuce tomatoes basil and roasted peanuts Didnt realize this was a dry noodle dish when we ordered it Sauce had some good heat to it but it was thin almost too watery Decent but nothing spectacular Decent vegetarian food but nothing Im craving,Veggiebowl
C.S J.,2020-08-15,5,If you dont need the trendy cachet of places like Do Chay Veggie Bowl is infinitely better with deeply flavourful broths good value timely accurate service and wide selection Have not been disappointed with anything Ive tried and only want to try everything,Veggiebowl
Gavin W.,2020-02-25,4,Unpretentious son of a gun this place is Dont expect to see hipsters or westsiders clad in yoga outfits here Do expect good food for those who are vegetarians or vegans as many of the dishes are available dairy-free and especially for those who like me generally eschew red meats but who from time to time need to sink their teeth into something with some modicum of protein-y texture When that urge strikes the go-to dish is the Lemongrass Tofu The deep-fried component can be somewhat dry even with the fish sauce See my picture Otherwise its pretty damn good My daughter likes the Vegetarian Curry with brown rice Very tasty and rich broth My son likes the Spring Rolls The skin has a solid crunch to it Its no small feat to create these flavors without dipping deeply or at all into the animal kingdom  Ive dined here maybe seven times Seating has not been a problem You can usually find parking on Kingsway if you get here at around 6:00pm Décor is functional See p,Veggiebowl
